list-none-m,1,1000,1,3000,3866814,1288,84
list-none-m,2,1000,1,6000,22083472,3680,199
list-none-m,4,1000,1,12000,84087691,7007,364
list-none-m,8,1000,1,24000,438602217,18275,779
list-none-m,12,1000,1,36000,128087326,3557,1325
list-none-m,16,1000,1,48000,-98805608,-2058,1759
list-none-m,24,1000,1,72000,234454191,3256,57552453
list-id-none,1,1,4,139814070386691,99867,33289
list-id-none,1,2,4,139753940844550,93895,15649
list-id-none,1,4,4,139736760975372,92992,7749
list-id-none,1,8,4,139732466008088,99684,4153
list-id-none,1,16,4,140325171494960,104184,2170
list-id-none,4,1,4,140286516789260,165572,13797
list-id-none,4,2,4,140342351364120,141688,5903
list-id-none,4,4,4,139874199928880,215834,4496
list-id-none,4,8,4,140509855088736,527602,5495
list-id-none,4,16,4,139676631433408,224629,1169
list-id-none,8,1,4,139758235811864,193923,8080
list-id-none,8,2,4,140501265154096,202652,4221
list-id-none,8,4,4,140058883522656,188336,1961
list-id-none,8,8,4,140372416135360,177627,925
list-id-none,8,16,4,140557099729280,465104,1211
list-id-none,12,1,4,139642271694884,252538,7014
list-id-none,12,2,4,140161962737736,285167,3960
list-id-none,12,4,4,139792595550352,266969,1853
list-id-none,12,8,4,140101833195808,299956,1041
list-id-none,12,16,4,139865609994816,1472869,2557
list-id-none,16,1,4,139766825746480,346005,7208
list-id-none,16,2,4,140376711102560,392624,4089
list-id-none,16,4,4,139668041498816,362696,1889
list-id-none,16,8,4,140316581560704,1176002,3062
list-id-none,16,16,4,140492675220224,1129605,1470
list-id-m,1,10,4,140282221821982,55491,1849
list-id-m,1,20,4,139826955288636,62606,1043
list-id-m,1,40,4,140587164500088,78488,654
list-id-m,1,80,4,139642271695088,104310,434
list-id-m,4,10,4,139818365354104,189604,1580
list-id-m,4,20,4,140041703653616,238799,994
list-id-m,4,40,4,140325171495392,395454,823
list-id-m,4,80,4,140170552673216,812018,845
list-id-m,8,10,4,140153372803312,203376,847
list-id-m,8,20,4,139723876073952,374269,779
list-id-m,8,40,4,140071768425408,824377,858
list-id-m,8,80,4,140045998622592,1899982,989
list-id-m,12,10,4,140144782868840,278496,773
list-id-m,12,20,4,140673063846608,608285,844
list-id-m,12,40,4,139736760976800,1412567,980
list-id-m,12,80,4,139972984179520,3170136,1100
list-id-m,16,10,4,140295106724320,412628,859
list-id-m,16,20,4,139702401237952,794530,827
list-id-m,16,40,4,140677358815104,1722842,897
list-id-m,16,80,4,140123308035840,4466172,1163
list-id-s,1,10,4,140200617443358,54225,1807
list-id-s,1,20,4,140174847639612,58795,979
list-id-s,1,40,4,139908559667320,90578,754
list-id-s,1,80,4,140213502345456,134364,559
list-id-s,4,10,4,140058883522680,106170,884
list-id-s,4,20,4,140114718097648,146812,611
list-id-s,4,40,4,140179142607328,266532,555
list-id-s,4,80,4,140161962738624,645399,672
list-id-s,8,10,4,139805480452336,207430,864
list-id-s,8,20,4,140106128163296,258108,537
list-id-s,8,40,4,140389596005312,496324,517
list-id-s,8,80,4,139960099276672,1616035,841
list-id-s,12,10,4,140299401691496,291999,811
list-id-s,12,20,4,139972984177360,346954,481
list-id-s,12,40,4,140307991627168,1108171,769
list-id-s,12,80,4,140149077838656,3047195,1058
list-id-s,16,10,4,140471200383456,393478,819
list-id-s,16,20,4,140466905416640,446765,465
list-id-s,16,40,4,139788300584832,1650168,859
list-id-s,16,80,4,140423955746560,5005198,1303
list-none-s,1,1000,1,140466905418680,3407218,1135
list-none-s,2,1000,1,140084653332336,16844129,2807
list-none-s,4,1000,1,139848430137056,81993966,6832
list-none-s,8,1000,1,140393890995648,184786828,7699
list-none-s,12,1000,1,140501265190048,-429036240,-11917
list-none-s,1,1000,4,140578574568376,1242070,414
list-none-s,2,1000,4,139672336471920,13574218,2262
list-none-s,4,1000,4,140063178501856,35836704,2986
list-none-s,8,1000,4,140539919883712,72279202,3011
list-none-s,12,1000,4,139972984212640,169167490,4699
list-none-s,1,1000,8,140655883979704,744255,248
list-none-s,2,1000,8,140149077841776,7256552,1209
list-none-s,4,1000,8,139685221379808,14984016,1248
list-none-s,8,1000,8,140097538252224,27108068,1129
list-none-s,12,1000,8,140630114208928,50875174,1413
list-none-s,1,1000,16,140037408689080,472587,157
list-none-s,2,1000,16,139891379804016,4101391,683
list-none-s,4,1000,16,140668768890592,8090453,674
list-none-s,8,1000,16,140144782892480,11227648,467
list-none-s,12,1000,16,140144782904480,19192742,533
list-none-m,1,1000,1,139891379801016,3568037,1189
list-none-m,2,1000,1,140569984636784,21555084,3592
list-none-m,4,1000,1,140076063403744,91465326,7622
list-none-m,8,1000,1,139749645901248,-561943179,-23414
list-none-m,12,1000,1,140372416171168,-78765076,-2187
list-none-m,1,1000,4,140256452021176,1253984,417
list-none-m,2,1000,4,140097538234224,10724432,1787
list-none-m,4,1000,4,139805480464096,26595494,2216
list-none-m,8,1000,4,140604344393152,77517570,3229
list-none-m,12,1000,4,139710991207584,182116426,5058
list-none-m,1,1000,8,139826955291576,721447,240
list-none-m,2,1000,8,139981574117232,6636353,1106
list-none-m,4,1000,8,139960099286752,11357202,946
list-none-m,8,1000,8,139685221391808,30040139,1251
list-none-m,12,1000,8,139749645913248,61339106,1703
list-none-m,1,1000,16,140496970189752,468222,156
list-none-m,2,1000,16,140685948753776,3975291,662
list-none-m,4,1000,16,139650861641440,6997297,583
list-none-m,8,1000,16,140269336944064,14273515,594
list-none-m,12,1000,16,139663746567328,25703640,713
